// Screen #1
WavesBlock,1
IslandLeft,1
IslandMidd,3
IslandSign,2
IslandMidd,1

// Screen #2
IslandRght,1
IslandLeft,1
IslandMidd,2
IslandTree,2
IslandMidd,1
IslandRght,1

// Screen #3
IslandLeft,1
IslandMidd,2
TurtleSea2,1
IslandMidd,3
TurtleSea2,1

// Screen #4
IslandMidd,3
TurtleSea2,1
IslandMidd,2
IslandRght,1
TurtleSea2,1

// Screen #5
TurtleSea2,3
WavesBlock,5

// Screen #6
WavesBlock,3
TurtleFly2,4
TurtleFly1,1

// Screen #7
TurtleFly1,4
TurtleSea2,4

// Screen #8
IslandLeft,1
IslandMidd,3
IslandLeft,1
IslandMidd,3
