// Screen #1
TurtleSea1,5
WavesBlock,1
TurtleFly2,1
TurtleFly3,1

// Screen #2
TurtleFly2,1
WavesBlock,1
TurtleSea2,2
TurtleSea1,1
TurtleSea2,2
TurtleSea1,1

// Screen #3
TurtleSea2,2
WavesBlock,1
TurtleFly1,3
TurtleFly3,1
TurtleFly2,1

// Screen #4
TurtleFly2,2
WavesBlock,2
TurtleFly1,1
TurtleSea2,1
TurtleFly1,1
TurtleFly2,1

// Screen #5
TurtleFly3,2
TurtleFly2,1
TurtleFly1,2
WavesBlock,1
TurtleSea2,2

// Screen #6
TurtleSea1,1
WavesBlock,1
TurtleSea1,1
TurtleFly4,1
TurtleSea1,1
TurtleFly4,1
TurtleSea1,1
WavesBlock,1

// Screen #7
TurtleSea1,1
TurtleFly4,1
TurtleSea1,1
TurtleFly4,1
TurtleSea1,1
WavesBlock,1
TurtleSea1,1
WavesBlock,1

// Screen #8
TurtleFly4,1
TurtleSea1,1
TurtleFly4,1
WavesBlock,1
TurtleFly4,1
WavesBlock,1
TurtleFly4,1
TurtleSea1,1

// Screen #9
TurtleFly4,1
WavesBlock,1
TurtleFly4,1
WavesBlock,1
TurtleFly4,1
TurtleSea1,1
TurtleFly4,1
WavesBlock,1

// Screen #10
WavesBlock,8

// Screen #11
WavesBlock,8

// Screen #12
WavesBlock,8

// Screen #13
WavesBlock,8

// Screen #14
WavesBlock,8

// Screen #15
WavesBlock,8

// Screen #16
WavesBlock,8
