// Screen #8A
WavesBlock,1
IslandLeft,1
IslandMidd,2
// Screen #12B
IslandMidd,2
TurtleFly4,1
IslandMidd,1
// Screen #12B
IslandMidd,2
TurtleFly3,1
IslandMidd,1
// Screen #12B
IslandMidd,2
TurtleFly2,1
IslandMidd,1
// Screen #12B
IslandMidd,2
TurtleFly1,1
IslandMidd,1
// Screen #12B
IslandMidd,2
TurtleFly1,1
IslandMidd,1
// Screen #12B
IslandMidd,2
TurtleFly2,1
IslandMidd,1
// Screen #12B
IslandMidd,2
TurtleFly3,1
IslandMidd,1
// Screen #12B
IslandMidd,2
TurtleFly4,1
IslandMidd,1
// Screen #8B
IslandMidd,3
IslandRght,1
