// Screen #1
TurtleFly4,1
TurtleFly2,3
BridgeLeft,1
BridgeSign,1
BridgeMidd,1
BridgeSign,1

// Screen #2
TurtleFly1,1
TurtleFly2,6
TurtleFly1,1

// Screen #3
TurtleFly2,7
TurtleFly1,1

// Screen #4
WavesBlock,8

// Screen #5
TurtleFly3,1
TurtleFly4,6
TurtleFly3,1

// Screen #6
TurtleSea2,1
TurtleSea1,6
TurtleSea2,1

// Screen #7
WavesBlock,8

// Screen #8
TurtleFly1,1
TurtleFly2,6
TurtleFly3,1

// Screen #9
TurtleFly2,1
TurtleFly3,6
TurtleFly4,1

// Screen #10
WavesBlock,8

// Screen #11
TurtleFly3,1
TurtleFly4,6
TurtleFly3,1

// Screen #12
TurtleFly3,1
TurtleFly2,5
TurtleFly1,2

// Screen #13
TurtleSea2,6
TurtleFly1,1
WavesBlock,1

// Screen #14
WavesBlock,7
TurtleFly2,1

// Screen #15
TurtleFly3,6
TurtleFly4,1
WavesBlock,1

// Screen #16
WavesBlock,8
