// Screen #1
// Screen #2
TurtleFly4,4
WavesBlock,3
TurtleSea1,9

TurtleFly4,4
WavesBlock,4
TurtleSea1,8

TurtleFly4,4
TurtleSea1,4

// Screen #3
TurtleFly4,4
WavesBlock,2
TurtleSea1,2

// Screen #4
WavesBlock,8

// Screen #5
TurtleFly4,4
TurtleSea2,4

// Screen #6
TurtleFly4,4
WavesBlock,1
TurtleSea2,3

// Screen #7
TurtleFly4,4
WavesBlock,2
TurtleSea2,2

// Screen #8
WavesBlock,8

// Screen #9
TurtleFly4,4
TurtleFly1,4

// Screen #10
TurtleFly4,4
WavesBlock,1
TurtleFly1,3

// Screen #11
TurtleFly4,4
WavesBlock,2
TurtleFly1,2

// Screen #12
WavesBlock,8

// Screen #13
TurtleFly4,4
TurtleFly2,4

// Screen #14
TurtleFly4,4
WavesBlock,1
TurtleFly2,3

// Screen #15
TurtleFly4,4
WavesBlock,2
TurtleFly2,2

// Screen #16
WavesBlock,8
