// Check # 1	Island 1x sign rght
WavesBlock,1
IslandLeft,5
IslandSign,1
IslandMidd,1
//WavesBlock,8

// Check # 2	Island 1x sign midd
WavesBlock,1
IslandLeft,5
IslandSign,1
IslandMidd,1
//WavesBlock,8


// Check # 3	Island 2x sign rght
WavesBlock,1
IslandLeft,5
IslandSign,2
//WavesBlock,8

// Check # 4	Island 2x sign midd
WavesBlock,1
IslandLeft,5
IslandSign,2

WavesBlock,8

// Check # 5	Island 3x sign midd
WavesBlock,1
IslandLeft,4
IslandSign,3

WavesBlock,8

// Check # 6	Island 4x sign midd
WavesBlock,1
IslandLeft,4
IslandSign,1
IslandMidd,1
IslandSign,1
//WavesBlock,8
