// Screen #1
TurtleFly2,7
WavesBlock,1

// Screen #2
WavesBlock,1
IslandLeft,1
IslandMidd,2
TurtleSea2,3
IslandMidd,1

// Screen #3
IslandMidd,1
TurtleSea2,2
IslandMidd,2
TurtleSea2,3

// Screen #4
IslandMidd,2
IslandRght,1
WavesBlock,3
TurtleFly1,2

// Screen #5
TurtleFly1,1
TurtleSea1,1
TurtleFly1,2
TurtleSea1,1
TurtleFly1,3

// Screen #6
WavesBlock,3
BridgeLeft,1
BridgeMidd,2
TurtleFly2,2

// Screen #7
TurtleFly2,1
BridgeMidd,2
TurtleFly2,2
BridgeMidd,2
TurtleFly2,1

// Screen #8
TurtleFly2,2
BridgeMidd,2
BridgeRght,1
WavesBlock,3

// Screen #9
WavesBlock,8

// Screen #10
WavesBlock,8

// Screen #11
WavesBlock,5
TurtleFly2,3

// Screen #12
TurtleFly2,1
WavesBlock,2
TurtleFly1,4
WavesBlock,1

// Screen #13
WavesBlock,1
TurtleSea1,5
WavesBlock,2

// Screen #14
WavesBlock,8

// Screen #15
WavesBlock,8

// Screen #16
WavesBlock,8
