// Screen #1
WavesBlock,1
IslandLeft,1
IslandMidd,4
TurtleFly1,1
IslandMidd,1

// Screen #2
IslandMidd,2
TurtleFly2,1
IslandMidd,3
TurtleFly3,1
IslandMidd,1

// Screen #3
IslandMidd,2
TurtleFly4,1
IslandMidd,3
TurtleFly4,1
IslandMidd,1

// Screen #4
IslandMidd,2
TurtleFly3,1
IslandMidd,3
TurtleFly2,1
IslandMidd,1

// Screen #5
IslandMidd,2
TurtleFly1,1
IslandMidd,3
TurtleFly1,1
IslandMidd,1

// Screen #6
IslandMidd,2
TurtleFly2,1
IslandMidd,3
TurtleFly3,1
IslandMidd,1

// Screen #7
IslandMidd,2
TurtleFly4,1
IslandMidd,3
TurtleFly4,1
IslandMidd,1

// Screen #8
IslandMidd,2
TurtleFly3,1
IslandMidd,3
TurtleFly2,1
IslandMidd,1

// Screen #9
IslandMidd,2
TurtleFly1,1
IslandMidd,4
IslandRght,1
