400,100
400,101
399,102
398,103
398,104
397,105
396,106
396,107
395,108
394,109
394,111
393,112
393,113
392,114
391,115
391,116
390,117
389,118
389,119
388,120
388,122
387,123
386,124
386,125
385,126
385,127
384,128
383,129
383,130
382,131
382,133
381,134
380,135
380,136
379,137
379,138
378,139
378,140
377,141
377,142
376,144
376,145
375,146
375,147
374,148
373,149
373,150
372,151
372,152
371,154
371,155
370,156
370,157
369,158
369,159
369,160
368,161
368,162
367,163
367,165
366,166
366,167
365,168
365,169
364,170
364,171
364,172
363,173
363,174
362,176
362,177
361,178
361,179
361,180
360,181
360,182
359,183
359,184
359,185
358,187
358,188
358,189
357,190
357,191
356,192
356,193
356,194
355,195
355,197
355,198
354,199
354,200
354,201
353,202
353,203
353,204
352,205
352,206
352,208
352,209
351,210
351,211
351,212
350,213
350,214
350,215
349,216
349,217
349,219
349,220
348,221
348,222
348,223
348,224
347,225
347,226
347,227
347,228
347,230
346,231
346,232
346,233
346,234
345,235
345,236
345,237
345,238
345,240
344,241
344,242
344,243
344,244
344,245
344,246
343,247
343,248
343,249
343,251
343,252
343,253
342,254
342,255
342,256
342,257
342,258
342,259
342,260
342,262
341,263
341,264
341,265
341,266
341,267
341,268
341,269
341,270
341,271
341,273
341,274
341,275
340,276
340,277
340,278
340,279
340,280
340,281
340,283
340,284
340,285
340,286
340,287
340,288
340,289
340,290
340,291
340,292
340,294
340,295
340,296
340,297
340,298
340,299
340,300
340,301
340,302
340,303
340,305
340,306
340,307
340,308
340,309
340,310
340,311
341,312
341,313
341,314
341,316
341,317
341,318
341,319
341,320
341,321
341,322
341,323
342,324
342,326
342,327
342,328
342,329
342,330
342,331
342,332
343,333
343,334
343,335
343,337
343,338
343,339
343,340
344,341
344,342
344,343
344,344
344,345
345,346
345,348
345,349
345,350
345,351
346,352
346,353
346,354
346,355
346,356
347,357
347,359
347,360
347,361
348,362
348,363
348,364
348,365
349,366
349,367
349,369
349,370
350,371
350,372
350,373
350,374
351,375
351,376
351,377
352,378
352,380
352,381
353,382
353,383
353,384
354,385
354,386
354,387
355,388
355,389
355,391
356,392
356,393
356,394
357,395
357,396
357,397
358,398
358,399
359,400
359,402
359,403
360,404
360,405
360,406
361,407
361,408
362,409
362,410
363,411
363,413
363,414
364,415
364,416
365,417
365,418
366,419
366,420
366,421
367,423
367,424
368,425
368,426
369,427
369,428
370,429
370,430
371,431
371,432
372,434
372,435
373,436
373,437
374,438
374,439
375,440
375,441
376,442
376,443
377,445
377,446
378,447
379,448
379,449
380,450
380,451
381,452
381,453
382,454
382,456
383,457
384,458
384,459
385,460
385,461
386,462
387,463
387,464
388,466
388,467
389,468
390,469
390,470
391,471
392,472
392,473
393,474
393,475
394,477
395,478
395,479
396,480
397,481
397,482
398,483
399,484
399,485
400,486
400,488
