100,400
101,400
102,399
103,398
104,398
105,397
106,396
107,396
108,395
109,394
111,394
112,393
113,393
114,392
115,391
116,391
117,390
118,389
119,389
120,388
122,388
123,387
124,386
125,386
126,385
127,385
128,384
129,383
130,383
131,382
133,382
134,381
135,380
136,380
137,379
138,379
139,378
140,378
141,377
142,377
144,376
145,376
146,375
147,375
148,374
149,373
150,373
151,372
152,372
154,371
155,371
156,370
157,370
158,369
159,369
160,369
161,368
162,368
163,367
165,367
166,366
167,366
168,365
169,365
170,364
171,364
172,364
173,363
174,363
176,362
177,362
178,361
179,361
180,361
181,360
182,360
183,359
184,359
185,359
187,358
188,358
189,358
190,357
191,357
192,356
193,356
194,356
195,355
197,355
198,355
199,354
200,354
201,354
202,353
203,353
204,353
205,352
206,352
208,352
209,352
210,351
211,351
212,351
213,350
214,350
215,350
216,349
217,349
219,349
220,349
221,348
222,348
223,348
224,348
225,347
226,347
227,347
228,347
230,347
231,346
232,346
233,346
234,346
235,345
236,345
237,345
238,345
240,345
241,344
242,344
243,344
244,344
245,344
246,344
247,343
248,343
249,343
251,343
252,343
253,343
254,342
255,342
256,342
257,342
258,342
259,342
260,342
262,342
263,341
264,341
265,341
266,341
267,341
268,341
269,341
270,341
271,341
273,341
274,341
275,341
276,340
277,340
278,340
279,340
280,340
281,340
283,340
284,340
285,340
286,340
287,340
288,340
289,340
290,340
291,340
292,340
294,340
295,340
296,340
297,340
298,340
299,340
300,340
301,340
302,340
303,340
305,340
306,340
307,340
308,340
309,340
310,340
311,340
312,341
313,341
314,341
316,341
317,341
318,341
319,341
320,341
321,341
322,341
323,341
324,342
326,342
327,342
328,342
329,342
330,342
331,342
332,342
333,343
334,343
335,343
337,343
338,343
339,343
340,343
341,344
342,344
343,344
344,344
345,344
346,345
348,345
349,345
350,345
351,345
352,346
353,346
354,346
355,346
356,346
357,347
359,347
360,347
361,347
362,348
363,348
364,348
365,348
366,349
367,349
369,349
370,349
371,350
372,350
373,350
374,350
375,351
376,351
377,351
378,352
380,352
381,352
382,353
383,353
384,353
385,354
386,354
387,354
388,355
389,355
391,355
392,356
393,356
394,356
395,357
396,357
397,357
398,358
399,358
400,359
402,359
403,359
404,360
405,360
406,360
407,361
408,361
409,362
410,362
411,363
413,363
414,363
415,364
416,364
417,365
418,365
419,366
420,366
421,366
423,367
424,367
425,368
426,368
427,369
428,369
429,370
430,370
431,371
432,371
434,372
435,372
436,373
437,373
438,374
439,374
440,375
441,375
442,376
443,376
445,377
446,377
447,378
448,379
449,379
450,380
451,380
452,381
453,381
454,382
456,382
457,383
458,384
459,384
460,385
461,385
462,386
463,387
464,387
466,388
467,388
468,389
469,390
470,390
471,391
472,392
473,392
474,393
475,393
477,394
478,395
479,395
480,396
481,397
482,397
483,398
484,399
485,399
486,400
488,400
