// Check # 1	bridge 1x sign rght
BridgeMidd,6
BridgeSign,1
BridgeRght,1
//WavesBlock,8

// Check # 2	bridge 1x sign midd
BridgeMidd,6
BridgeSign,1
BridgeMidd,1
//WavesBlock,8


// Check # 3	bridge 2x sign rght
BridgeMidd,5
BridgeSign,2
BridgeRght,1
//WavesBlock,8

// Check # 4	bridge 2x sign midd
BridgeMidd,5
BridgeSign,2
BridgeMidd,1

WavesBlock,8

// Check # 5	bridge 3x sign midd
BridgeMidd,5
BridgeSign,3

WavesBlock,8

// Check # 6	bridge 4x sign midd
BridgeMidd,5
BridgeSign,1
BridgeMidd,1
BridgeSign,1
//WavesBlock,8
