// Screen #1
WavesBlock,3
IslandLeft,1
IslandMidd,4

// Screen #2
IslandMidd,4
IslandTree,2
IslandMidd,2

// Screen #3
IslandMidd,4
IslandRght,1
WavesBlock,3

// Screen #4
WavesBlock,1
IslandLeft,1
IslandMidd,2
TurtleSea2,1
IslandMidd,3

// Screen #5
TurtleSea2,1
IslandMidd,3
TurtleSea2,1
IslandMidd,2
IslandRght,1

// Screen #6
WavesBlock,7
TurtleSea2,1

// Screen #7
TurtleSea2,6
TurtleFly1,2

// Screen #8
TurtleFly1,6
TurtleFly2,2

// Screen #9
TurtleFly2,7
WavesBlock,1

// Screen #10
WavesBlock,8

// Screen #11
WavesBlock,1
TurtleFly4,4
TurtleFly3,3

// Screen #12
TurtleFly3,1
TurtleFly2,7

// Screen #13
BridgeLeft,1
BridgeMidd,7

// Screen #14
BridgeMidd,1
IslandMidd,7

// Screen #15
IslandMidd,1
IslandRght,1
WavesBlock,1
IslandLeft,1
IslandMidd,4

// Screen #16
IslandMidd,3
IslandRght,1
WavesBlock,4
