// AA-dropsd01  #Check # 1	bridge signs 1x miss insane
WavesBlock,1
TurtleFly2,3
WavesBlock,1
BridgeLeft,1
BridgeSign,1
BridgeMidd,1

WavesBlock,8

// BB-island03  $Check # 6	island 2x sign midd
WavesBlock,1
IslandLeft,4
IslandSign,2
IslandMidd,1

WavesBlock,8

// CC-mixerd01	#Check # 5	turtle 3x sign rght
WavesBlock,1
TurtleFly2,3
BridgeLeft,1
BridgeSign,3

WavesBlock,8

// DD-dropsd01  #Check # 7	bridge signs 1x miss harder
WavesBlock,1
TurtleFly2,2
WavesBlock,1
BridgeLeft,1
BridgeSign,1
BridgeMidd,1
BridgeSign,1
