// AA-dropsd02  #Check # 2	island signs 1x miss insane
WavesBlock,1
TurtleSea2,3
WavesBlock,1
IslandLeft,1
IslandSign,1
IslandMidd,1

WavesBlock,8

// BB-bridge01	#Check 4	bridge 2x sign rght
BridgeMidd,5
BridgeSign,2
BridgeRght,1

WavesBlock,8

// CC-dropsd02  Check # 6	island signs 1x miss harder
WavesBlock,1
TurtleSea2,2
WavesBlock,1
IslandLeft,1
IslandSign,3

WavesBlock,8

// DD-dropsd01  #Check # 7	bridge signs 1x miss harder
WavesBlock,1
TurtleFly2,2
WavesBlock,1
BridgeLeft,1
BridgeSign,1
BridgeMidd,1
BridgeSign,1
