// AA-dropsd01  #Check # 1	bridge signs 1x miss insane
WavesBlock,1
TurtleFly2,3
WavesBlock,1
BridgeLeft,1
BridgeSign,1
BridgeMidd,1

WavesBlock,8

// BB-mixerd02	#Check # 4	turtle 2x sign midd
WavesBlock,1
TurtleSea2,3
IslandLeft,1
IslandSign,2
IslandMidd,1

WavesBlock,8

// CC-dropsd01  # Check # 5	bridge signs 1x miss harder
WavesBlock,1
TurtleFly2,2
WavesBlock,1
BridgeLeft,1
BridgeSign,3

WavesBlock,8

// DD-dropsd01  #Check # 7	bridge signs 1x miss harder
WavesBlock,1
TurtleFly2,2
WavesBlock,1
BridgeLeft,1
BridgeSign,1
BridgeMidd,1
BridgeSign,1
