// AA-mixerd01  #Check # 1	turtle 1x sign rght
WavesBlock,1
TurtleFly2,4
BridgeLeft,1
BridgeSign,1
BridgeMidd,1

WavesBlock,8

// BB-dropsd01  #Check # 3	bridge signs 1x miss normal
WavesBlock,1
TurtleFly2,1
WavesBlock,1
TurtleFly2,1
BridgeLeft,1
BridgeSign,2
BridgeMidd,1

WavesBlock,8

// CC-mixerd01	#Check # 5	turtle 3x sign rght
WavesBlock,1
TurtleFly2,3
BridgeLeft,1
BridgeSign,3

WavesBlock,8

// DD-mixerd01	#Check # 7	turtle 4x sign midd
WavesBlock,1
TurtleFly2,3
BridgeLeft,1
BridgeSign,1
BridgeMidd,1
BridgeSign,1
