// AA-dropsd02  #Check # 2	island signs 1x miss insane
WavesBlock,1
TurtleSea2,3
WavesBlock,1
IslandLeft,1
IslandSign,1
IslandMidd,1

WavesBlock,8

// BB-island03  $Check # 6	island 2x sign midd
WavesBlock,1
IslandLeft,4
IslandSign,2
IslandMidd,1

WavesBlock,8

// CC-dropsd01  # Check # 5	bridge signs 1x miss harder
WavesBlock,1
TurtleFly2,2
WavesBlock,1
BridgeLeft,1
BridgeSign,3

WavesBlock,8

// DD-dropsd02  #Check # 8	island signs 1x miss harder
WavesBlock,1
TurtleSea2,2
WavesBlock,1
IslandLeft,1
IslandSign,1
IslandMidd,1
IslandSign,1
