// AA-dropsd01  #Check # 1	bridge signs 1x miss insane
WavesBlock,1
TurtleFly2,3
WavesBlock,1
BridgeLeft,1
BridgeSign,1
BridgeMidd,1

WavesBlock,8

// BB-island02	#Check 5	island 2x sign rght
WavesBlock,1
IslandLeft,4
IslandSign,2
BridgeMidd,1

WavesBlock,8

// CC-dropsd02  Check # 6	island signs 1x miss harder
WavesBlock,1
TurtleSea2,2
WavesBlock,1
IslandLeft,1
IslandSign,3

WavesBlock,8

// DD-island01  #Check # 8	island 4x sign midd
WavesBlock,1
IslandLeft,4
IslandSign,1
IslandMidd,1
IslandSign,1
