// AA-dropsd02  #Check # 2	island signs 1x miss insane
WavesBlock,1
TurtleSea2,3
WavesBlock,1
IslandLeft,1
IslandSign,1
IslandMidd,1

WavesBlock,8

// BB-dropsd02  # Check # 4	island signs 1x miss normal
WavesBlock,1
TurtleSea2,1
WavesBlock,1
TurtleSea2,1
IslandLeft,1
IslandSign,2
IslandMidd,1

WavesBlock,8

// CC-mixerd02	#Check # 6	turtle 3x sign midd
WavesBlock,1
TurtleSea2,3
IslandLeft,1
IslandSign,3

WavesBlock,8

// DD-mixerd02	#Check # 8	turtle 4x sign midd
WavesBlock,1
TurtleSea2,3
IslandLeft,1
IslandSign,1
IslandMidd,1
IslandSign,1
