// AA-dropsd02  #Check # 2	island signs 1x miss insane
WavesBlock,1
TurtleSea2,3
WavesBlock,1
IslandLeft,1
IslandSign,1
IslandMidd,1

WavesBlock,8

// BB-mixerd01	#Check # 3	turtle 2x sign midd
WavesBlock,1
TurtleFly2,3
BridgeLeft,1
BridgeSign,2
BridgeMidd,1

WavesBlock,8

// CC-dropsd01  # Check # 5	bridge signs 1x miss harder
WavesBlock,1
TurtleFly2,2
WavesBlock,1
BridgeLeft,1
BridgeSign,3

WavesBlock,8

// DD-mixerd01	#Check # 7	turtle 4x sign midd
WavesBlock,1
TurtleFly2,3
BridgeLeft,1
BridgeSign,1
BridgeMidd,1
BridgeSign,1
