// Screen #1
BridgeMidd,2
TurtleFly2,1
BridgeMidd,3
TurtleFly3,1
BridgeMidd,1

// Screen #2
BridgeMidd,2
TurtleFly4,1
BridgeMidd,3
TurtleFly4,1
BridgeMidd,1

// Screen #3
BridgeMidd,2
TurtleFly3,1
BridgeMidd,3
TurtleFly2,1
BridgeMidd,1

// Screen #4
WavesBlock,4
BridgeMidd,2
TurtleFly2,1
BridgeMidd,1

// Screen #5
BridgeMidd,2
TurtleFly3,1
BridgeMidd,3
TurtleFly4,1
BridgeMidd,1

// Screen #6
BridgeMidd,2
TurtleFly4,1
BridgeMidd,3
TurtleFly4,1
BridgeMidd,1

// Screen #7
BridgeMidd,2
TurtleFly3,1
BridgeMidd,3
TurtleFly2,1
BridgeMidd,1

// Screen #8
WavesBlock,8
