// Screen #1
BridgeMidd,3
TurtleFly2,4
BridgeMidd,1

// Screen #2
BridgeMidd,2
TurtleFly2,4
BridgeMidd,2

// Screen #3
BridgeMidd,1
TurtleFly2,4
BridgeMidd,3

// Screen #4
WavesBlock,8

// Screen #5
WavesBlock,8

// Screen #6
WavesBlock,6
BridgeMidd,2

// Screen #7
BridgeMidd,7
WavesBlock,1

// Screen #8
WavesBlock,1
BridgeMidd,3
WavesBlock,1
BridgeMidd,3

// Screen #9
TurtleFly2,5
BridgeMidd,3

// Screen #10
TurtleFly2,5
BridgeMidd,3

// Screen #11
TurtleFly2,5
BridgeMidd,3

// Screen #12
WavesBlock,8

// Screen #13
WavesBlock,8

// Screen #14
WavesBlock,8

// Screen #15
WavesBlock,8

// Screen #16
WavesBlock,2
BridgeMidd,6
