// Screen #1
WavesBlock,8

// Screen #2
TurtleFly3,2
TurtleFly4,2
BridgeMidd,1
TurtleFly4,2
BridgeMidd,1

// Screen #3
TurtleFly4,2
BridgeMidd,1
TurtleFly4,2
BridgeMidd,1
TurtleFly4,2

// Screen #4
BridgeMidd,1
TurtleFly3,4
BridgeMidd,1
TurtleFly2,2

// Screen #5
WavesBlock,8

// Screen #6
WavesBlock,8

// Screen #7
WavesBlock,8

// Screen #8
WavesBlock,8

// Screen #9
WavesBlock,8

// Screen #10
WavesBlock,8

// Screen #11
WavesBlock,8

// Screen #12
WavesBlock,8

// Screen #13
WavesBlock,8

// Screen #14
WavesBlock,8

// Screen #15
WavesBlock,8

// Screen #16
WavesBlock,8
